124397,-84.9406,-473.64,-1314.64,806.42,806.42,20590.7,287.663,0.107421,0.0433126,13.8506,1.49359,13.8506,1.49359,15.7933,-18.7804,-84.9406,22,13.8506,1.49359,34.6073,0,13.8506,1.49359,34.6073,0,15.793,-18.7806,26.0313,0,15.7933,-18.7804,26.0311,0,1.00144,0.204859,1.5103,0.170219,3.42465,5.28702,
124397,733.669,328.128,-1298.32,806.42,806.42,20466.8,271.453,-0.0508937,0.0378642,14.0754,-0.716968,14.0754,-0.716968,15.7933,-18.7806,733.669,22,14.0754,-0.716968,30.4499,0,14.0754,-0.716968,30.4499,0,15.7937,-18.7802,26.0312,0,15.7933,-18.7806,26.0313,0,1.00126,0.206072,1.50935,-0.128347,3.43686,5.22274,
124397,-84.9406,-473.651,-1314.63,806.42,806.42,20590.8,285.942,0.10739,0.0433909,13.8508,1.49318,13.8508,1.49318,15.7932,-18.7804,-84.9406,22,13.8508,1.49318,34.6072,0,13.8508,1.49318,34.6072,0,15.7932,-18.7805,26.0313,0,15.7932,-18.7804,26.0313,0,1.00144,0.20486,1.51031,0.170216,3.42466,5.28692,
124397,733.669,328.128,-1298.32,806.42,806.42,20466.8,271.458,-0.0508937,0.0378649,14.0754,-0.716968,14.0754,-0.716968,15.7933,-18.7806,733.669,22,14.0754,-0.716968,30.4499,0,14.0754,-0.716968,30.4499,0,15.7937,-18.7802,26.0312,0,15.7933,-18.7806,26.0313,0,1.00126,0.206072,1.50935,-0.128347,3.43686,5.22274,
124397,-84.9406,-473.651,-1314.63,806.42,806.42,20590.8,285.942,0.10739,0.0433909,13.8508,1.49318,13.8508,1.49318,15.7932,-18.7804,-84.9406,22,13.8508,1.49318,34.6072,0,13.8508,1.49318,34.6072,0,15.7932,-18.7805,26.0313,0,15.7932,-18.7804,26.0313,0,1.00144,0.20486,1.51031,0.170216,3.42466,5.28692,
124397,733.669,328.128,-1298.32,806.42,806.42,20466.8,271.458,-0.0508937,0.0378649,14.0754,-0.716968,14.0754,-0.716968,15.7933,-18.7806,733.669,22,14.0754,-0.716968,30.4499,0,14.0754,-0.716968,30.4499,0,15.7937,-18.7802,26.0312,0,15.7933,-18.7806,26.0313,0,1.00126,0.206072,1.50935,-0.128347,3.43686,5.22274,
124397,-84.9406,-473.651,-1314.63,806.42,806.42,20590.8,285.942,0.10739,0.0433909,13.8508,1.49318,13.8508,1.49318,15.7932,-18.7804,-84.9406,22,13.8508,1.49318,34.6072,0,13.8508,1.49318,34.6072,0,15.7932,-18.7805,26.0313,0,15.7932,-18.7804,26.0313,0,1.00144,0.20486,1.51031,0.170216,3.42466,5.28692,
124397,733.669,328.128,-1298.32,806.42,806.42,20466.8,271.458,-0.0508937,0.0378648,14.0754,-0.716968,14.0754,-0.716968,15.7933,-18.7806,733.669,22,14.0754,-0.716968,30.4499,0,14.0754,-0.716968,30.4499,0,15.7937,-18.7802,26.0312,0,15.7933,-18.7806,26.0313,0,1.00126,0.206072,1.50935,-0.128347,3.43686,5.22274,
124397,-84.9406,-473.651,-1314.63,806.42,806.42,20590.8,285.942,0.10739,0.0433909,13.8508,1.49318,13.8508,1.49318,15.7932,-18.7804,-84.9406,22,13.8508,1.49318,34.6072,0,13.8508,1.49318,34.6072,0,15.7932,-18.7805,26.0313,0,15.7932,-18.7804,26.0313,0,1.00144,0.20486,1.51031,0.170216,3.42466,5.28692,
124397,733.669,328.128,-1298.32,806.42,806.42,20466.8,271.458,-0.0508937,0.0378648,14.0754,-0.716968,14.0754,-0.716968,15.7933,-18.7806,733.669,22,14.0754,-0.716968,30.4499,0,14.0754,-0.716968,30.4499,0,15.7937,-18.7802,26.0312,0,15.7933,-18.7806,26.0313,0,1.00126,0.206072,1.50935,-0.128347,3.43686,5.22274,
